user_id,auction_id,category_2,category_1,buy_mount,day,birthday,gender,t_year,t_month,t_day,t_quarter
405194127,15462429573,50007011,50008168,1,2012-08-19,,,2012,8,19,3
938309370,14149079479,50023669,28,1,2012-08-19,,,2012,8,19,3
84258337,14653740604,50016704,50022520,1,2012-08-19,,,2012,8,19,3
14466144,17610665576,50011993,28,1,2013-03-27,,,2013,3,27,1
177724549,14228645401,50018824,38,1,2013-03-27,,,2013,3,27,1
727823869,39674261411,121466023,50008168,2,2014-08-13,,,2014,8,13,3
659020106,40484992676,50011993,28,1,2014-08-13,,,2014,8,13,3
46277938,40070019945,50006602,50008168,1,2014-08-13,,,2014,8,13,3
827091396,18678458676,50010566,50008168,1,2014-09-11,,,2014,9,11,3
18100946,38451267766,121540027,28,1,2014-09-11,,,2014,9,11,3
725813399,40519533209,50010544,50008168,1,2014-09-11,,,2014,9,11,3
1054852159,19063296909,50006235,50008168,2,2014-07-03,,,2014,7,3,3
262519726,19051046285,121398041,28,1,2014-07-03,,,2014,7,3,3
87207277,14234909614,121470030,50014815,1,2014-07-03,,,2014,7,3,3
1053602675,20252281923,50013636,50008168,1,2014-02-20,,,2014,2,20,1
103125167,18426669796,50018438,50014815,16,2014-02-20,,,2014,2,20,1
886492677,19668429343,50016704,50022520,1,2014-06-28,,,2014,6,28,2
115566151,14778919435,50013187,28,1,2014-01-13,,,2014,1,13,1
55544814,4917672059,50015727,50014815,4,2013-11-06,,,2013,11,6,4
1714403831,22443564698,50014129,28,1,2013-11-06,,,2013,11,6,4
723975586,8096949165,50023591,50022520,1,2012-09-11,,,2012,9,11,3
66451440,9258781845,50013636,50008168,1,2012-09-11,,,2012,9,11,3
47342027,14066344263,50013636,50008168,1,2012-09-11,2010-10-08,1.0,2012,9,11,3
354780072,17851314047,50016704,50022520,1,2013-07-25,,,2013,7,25,3
1660751516,12496195786,50024842,50008168,2,2013-07-25,,,2013,7,25,3
1981826945,40793811285,50010538,50008168,1,2015-01-08,,,2015,1,8,1
61003275,36738992094,50018831,50014815,3,2015-01-08,,,2015,1,8,1
848482116,42178787281,50010538,50008168,1,2015-01-19,,,2015,1,19,1
405014302,43130926446,50012777,50014815,1,2015-01-19,,,2015,1,19,1
806635728,38985185626,121452056,50008168,1,2014-06-15,,,2014,6,15,2
1970876909,20197969079,211122,38,1,2014-10-17,,,2014,10,17,4
605724983,19747694834,50006520,50014815,12,2014-10-17,,,2014,10,17,4
2148300507,41694440222,50010549,50008168,1,2014-11-12,,,2014,11,12,4
818595619,36424612559,50013636,50008168,1,2014-11-12,,,2014,11,12,4
442760655,36611607467,50016704,50022520,1,2014-12-28,,,2014,12,28,4
1026379511,19281156237,50012375,50022520,1,2012-09-05,,,2012,9,5,3
113473924,15486726090,50014250,28,1,2012-09-05,,,2012,9,5,3
117887031,10956228163,50012451,50008168,1,2012-09-05,,,2012,9,5,3
468447138,15550398428,50012442,50008168,1,2012-09-05,,,2012,9,5,3
348660284,10896577394,50014250,28,1,2013-05-25,,,2013,5,25,2
129642523,23703880889,50012364,122650008,1,2013-05-25,,,2013,5,25,2
1708761610,18560026026,50016030,50008168,1,2013-05-25,,,2013,5,25,2
908702885,15515470575,50023591,50022520,1,2013-03-12,,,2013,3,12,1
151915451,17305821144,211122,38,2,2014-01-04,,,2014,1,4,1
745002413,36815797313,50023645,28,1,2014-01-04,,,2014,1,4,1
1046234868,10799142007,50023591,50022520,1,2012-11-09,,,2012,11,9,4
810362779,16933071954,50010545,50008168,1,2012-11-09,,,2012,11,9,4
119784861,20796936076,50140021,50008168,1,2012-11-29,2012-03-27,0.0,2012,11,29,4
277184180,17734463967,50010555,50008168,1,2012-11-29,,,2012,11,29,4
648623529,16590447919,50010555,50008168,1,2012-11-29,,,2012,11,29,4
1085938456,39009925227,50013207,50008168,1,2014-08-27,,,2014,8,27,3
2214390386,40856437695,50013636,50008168,1,2014-08-27,,,2014,8,27,3
346816172,37132432638,50013636,50008168,1,2014-08-27,,,2014,8,27,3
654037597,13775864723,50011993,28,1,2013-05-13,,,2013,5,13,2
1667892062,16767168507,50158020,50008168,1,2013-05-13,,,2013,5,13,2
277279277,18024521052,211122,38,12,2013-05-13,,,2013,5,13,2
1721792494,36154660054,50008845,28,1,2014-03-12,,,2014,3,12,1
56549058,26930668292,50003700,28,1,2014-03-12,,,2014,3,12,1
696527486,37269469522,50011993,28,1,2014-07-18,,,2014,7,18,3
643153890,17954181229,50003700,28,1,2014-07-18,,,2014,7,18,3
362976947,39676108316,50012375,50022520,1,2014-07-18,,,2014,7,18,3
1097191176,39095838474,50015841,28,1,2015-02-03,,,2015,2,3,1
1107237181,18979330679,121382039,50014815,1,2015-02-03,,,2015,2,3,1
1090130969,38473204110,50012364,122650008,1,2014-06-04,,,2014,6,4,2
373997473,24898348642,50012442,50008168,1,2014-06-04,,,2014,6,4,2
59135448,20494104463,50012375,50022520,1,2014-09-29,,,2014,9,29,3
159200525,41039702666,50010566,50008168,1,2014-09-29,,,2014,9,29,3
1716267100,22093727553,50010558,50008168,1,2014-08-09,,,2014,8,9,3
144193086,19242787489,50007011,50008168,1,2014-11-10,,,2014,11,10,4
2244510155,42876738403,50012442,50008168,1,2014-12-12,,,2014,12,12,4
856616583,20026413519,50006602,50008168,1,2014-12-12,,,2014,12,12,4
883251550,13518730030,121398035,50022520,1,2014-12-03,,,2014,12,3,4
669370290,40584762520,121540027,28,1,2014-10-26,,,2014,10,26,4
212511511,41464170257,50013636,50008168,1,2014-10-26,,,2014,10,26,4
170840099,13153741108,50012461,50014815,1,2012-10-13,,,2012,10,13,4
371153601,19893996909,251725,28,1,2012-10-13,,,2012,10,13,4
91963477,15668973699,50012360,122650008,1,2012-10-13,,,2012,10,13,4
81157762,12687393674,50010557,50008168,1,2013-01-01,,,2013,1,1,1
716099843,7696522694,50012460,50014815,1,2013-01-01,,,2013,1,1,1
724395786,20690772279,50023531,28,1,2012-11-17,,,2012,11,17,4
282509697,17410207776,50013636,50008168,2,2012-11-17,,,2012,11,17,4
35547603,16244882894,50012451,50008168,1,2012-11-17,,,2012,11,17,4
353309946,35706852947,50012359,122650008,1,2013-12-02,,,2013,12,2,4
296448405,18524578446,50016030,50008168,7,2013-12-02,,,2013,12,2,4
189760285,13212293539,50010549,50008168,1,2013-12-05,,,2013,12,5,4
76082889,36157559629,50010557,50008168,1,2013-12-05,,,2013,12,5,4
1865255157,35164394079,50014863,50014815,1,2013-12-05,,,2013,12,5,4
1069610848,24576788864,50013207,50008168,1,2013-04-28,,,2013,4,28,2
190260411,23964736351,50013636,50008168,1,2013-04-28,,,2013,4,28,2
272455031,26087972097,50013881,28,1,2013-07-26,,,2013,7,26,3
120447438,19100818270,50003700,28,1,2013-07-26,,,2013,7,26,3
115912567,39100379471,50010558,50008168,1,2014-08-27,,,2014,8,27,3
45142316,36723659574,121452027,28,1,2014-08-27,,,2014,8,27,3
1047298224,14653385559,121540027,28,1,2015-01-11,,,2015,1,11,1
1904323341,37669194982,211130,50014815,1,2014-03-08,,,2014,3,8,1
760669975,16380719227,50010557,50008168,1,2012-08-08,,,2012,8,8,3
159129426,15198386301,50013711,50008168,2,2012-08-08,2010-08-25,0.0,2012,8,8,3
674635535,19679396441,50010544,50008168,1,2012-11-30,,,2012,11,30,4
47326167,16078574732,50023670,28,1,2012-11-30,,,2012,11,30,4
645596397,20115324762,50010549,50008168,1,2012-11-30,2013-02-20,0.0,2012,11,30,4
97481514,41161316434,211122,38,6,2014-11-26,,,2014,11,26,4
1598030949,20148529849,50012365,122650008,1,2013-11-11,,,2013,11,11,4
674122597,35588901041,50013711,50008168,1,2013-11-11,,,2013,11,11,4
161103051,16922639947,50023591,50022520,1,2013-03-19,,,2013,3,19,1
152064494,19062783760,50013207,50008168,1,2013-03-19,,,2013,3,19,1
263060708,16046942830,50012730,50014815,1,2013-03-19,,,2013,3,19,1
368749905,15846942315,50006602,50008168,1,2012-11-14,,,2012,11,14,4
65853425,19495252067,50010555,50008168,1,2012-11-14,,,2012,11,14,4
130868188,10936606761,250822,28,1,2013-02-23,,,2013,2,23,1
549199469,3528149271,50012564,50014815,3,2013-02-23,,,2013,2,23,1
278221658,18453408307,50003700,28,1,2013-02-23,,,2013,2,23,1
791132180,24096808181,50006096,28,1,2014-03-18,,,2014,3,18,1
302696640,19453846475,50012451,50008168,1,2014-03-18,,,2014,3,18,1
108029337,16702592824,50015146,28,1,2014-03-18,,,2014,3,18,1
662134541,7594318922,211122,38,6,2013-12-11,,,2013,12,11,4
420401637,27230664347,50006032,50022520,1,2013-12-11,,,2013,12,11,4
222247261,37750995850,50156020,50008168,2,2014-03-29,,,2014,3,29,1
1953881444,38127775766,50024842,50008168,1,2014-03-29,,,2014,3,29,1
54677605,20319069923,50023531,28,3,2014-02-25,,,2014,2,25,1
355672847,20872823839,50024631,28,3,2014-02-25,,,2014,2,25,1
640785615,18862439991,50012461,50014815,1,2014-02-25,,,2014,2,25,1
39433761,43017677581,50010236,50014815,1,2015-01-20,,,2015,1,20,1
1780013657,42916317391,50010558,50008168,1,2015-01-20,,,2015,1,20,1
600831509,16675067783,50009549,50014815,1,2014-07-06,,,2014,7,6,3
50819203,16808698646,50016704,50022520,1,2014-06-14,,,2014,6,14,2
58486545,38424917283,50012364,122650008,1,2014-06-14,,,2014,6,14,2
641458434,35300961353,50010558,50008168,1,2014-07-28,,,2014,7,28,3
15107241,42017482960,50132021,50008168,1,2014-12-07,,,2014,12,7,4
1966120346,41967304905,50023591,50022520,1,2014-12-07,,,2014,12,7,4
392769274,17407537176,50012451,50008168,1,2013-05-15,,,2013,5,15,2
158164362,16683738509,50009542,50014815,1,2013-05-15,,,2013,5,15,2
464897855,17887341057,50013207,50008168,1,2013-05-15,,,2013,5,15,2
273630132,17347258801,50013636,50008168,1,2013-02-27,,,2013,2,27,1
324735255,16734609461,50014271,50014815,1,2013-02-27,,,2013,2,27,1
767890826,16742290652,50019022,28,1,2013-02-27,,,2013,2,27,1
757254614,35900705534,50013711,50008168,1,2013-12-20,,,2013,12,20,4
1815062610,35720642846,50012365,122650008,1,2013-12-20,,,2013,12,20,4
1678332163,36203487904,50010544,50008168,1,2013-12-20,,,2013,12,20,4
823760763,40013538764,50006094,28,1,2014-09-02,,,2014,9,2,3
2161214395,36804759036,50014866,50022520,1,2014-09-02,,,2014,9,2,3
383107043,36110832718,50018860,28,1,2014-09-02,,,2014,9,2,3
660730336,16531678998,50010537,50008168,1,2012-11-25,,,2012,11,25,4
913089810,14848853829,50016030,50008168,1,2012-11-25,,,2012,11,25,4
275261625,23062392785,50010558,50008168,1,2013-06-10,2010-05-25,0.0,2013,6,10,2
1040747103,12390205769,50013178,28,1,2013-06-10,,,2013,6,10,2
349454063,8836411749,50012807,50014815,1,2013-03-14,,,2013,3,14,1
133453222,15714359208,50006041,50014815,1,2013-03-14,,,2013,3,14,1
357694485,35109909746,50010558,50008168,1,2015-01-15,,,2015,1,15,1
58311763,40386553615,121408024,50008168,1,2015-01-15,,,2015,1,15,1
366628138,27498304615,50013636,50008168,1,2013-10-30,,,2013,10,30,4
59437819,35645093482,50012359,122650008,1,2013-10-30,,,2013,10,30,4
36794431,38062764472,50010566,50008168,1,2014-05-30,,,2014,5,30,2
16132793,39106324681,50003700,28,1,2014-05-30,,,2014,5,30,2
87072462,19457195384,50010558,50008168,1,2014-05-30,,,2014,5,30,2
102413192,10771075122,50006820,28,1,2013-07-17,,,2013,7,17,3
83200871,20927131290,50006602,50008168,1,2013-07-17,,,2013,7,17,3
352628130,16362395771,50012451,50008168,1,2014-02-15,,,2014,2,15,1
58396375,37064801505,50010557,50008168,1,2014-02-15,,,2014,2,15,1
47528667,36160445784,50007011,50008168,1,2014-02-15,,,2014,2,15,1
44340719,17276415005,251725,28,1,2014-06-27,,,2014,6,27,2
345888076,37929863606,50007011,50008168,1,2014-06-27,,,2014,6,27,2
372717456,43268204474,122660027,28,1,2015-01-12,,,2015,1,12,1
1046278119,37746359631,50008856,28,1,2015-01-12,,,2015,1,12,1
520288854,39175227218,50013207,50008168,1,2014-07-16,,,2014,7,16,3
41290428,39393720774,211122,38,1,2014-08-08,,,2014,8,8,3
71510137,40070065562,50012361,122650008,1,2014-08-08,,,2014,8,8,3
922120529,38818026461,50012439,50014815,1,2014-11-03,,,2014,11,3,4
773452235,41712949578,50013207,50008168,1,2014-11-03,,,2014,11,3,4
42987311,15119337318,50013187,28,4,2013-05-28,,,2013,5,28,2
78373589,17703965147,50013711,50008168,1,2013-05-28,,,2013,5,28,2
872506303,16406447204,50011993,28,1,2013-05-28,,,2013,5,28,2
47579319,25548712116,121466023,50008168,1,2014-05-31,,,2014,5,31,2
695170303,17805215937,50006520,50014815,1,2014-05-31,,,2014,5,31,2
23202259,35798361969,50013207,50008168,1,2014-05-31,,,2014,5,31,2
682480993,38552308117,50010555,50008168,1,2014-05-09,,,2014,5,9,2
21311970,40930903849,50000820,28,1,2014-09-10,,,2014,9,10,3
353604868,39798454258,50012359,122650008,1,2014-10-24,,,2014,10,24,4
1666744184,42182866180,50012359,122650008,1,2014-11-08,,,2014,11,8,4
2115106170,19338051774,50011993,28,1,2014-11-08,,,2014,11,8,4
21982137,17015452673,50008721,50014815,1,2012-07-28,,,2012,7,28,3
112064803,13327908866,50013711,50008168,1,2012-08-30,,,2012,8,30,3
75490173,12490318469,211122,38,2,2012-08-30,,,2012,8,30,3
897014068,19599908189,50010566,50008168,1,2012-08-30,,,2012,8,30,3
288586293,10432932727,50016116,38,1,2013-01-29,,,2013,1,29,1
641175953,21904732463,50013636,50008168,1,2013-01-29,,,2013,1,29,1
1684115591,17715475233,50002524,28,1,2013-06-26,,,2013,6,26,2
61944117,8020647565,50024168,28,3,2013-06-26,,,2013,6,26,2
325944993,17565317749,50012360,122650008,1,2013-06-26,,,2013,6,26,2
805865879,15973403614,50018831,50014815,1,2013-08-08,,,2013,8,8,3
671476780,15642240309,50014129,28,1,2013-08-08,,,2013,8,8,3
753549901,37970402860,50018436,50014815,1,2014-04-27,,,2014,4,27,2
2059210808,37134962156,50012245,50014815,1,2014-04-27,,,2014,4,27,2
892980209,21511404406,50016704,50022520,1,2014-04-27,,,2014,4,27,2
52569790,35906176572,50018825,38,2,2014-03-23,,,2014,3,23,1
137947475,37394499281,50013636,50008168,1,2014-03-23,,,2014,3,23,1
705436835,38050581172,50010555,50008168,1,2014-06-17,,,2014,6,17,2
780079127,36728302266,50012438,50014815,1,2014-06-17,,,2014,6,17,2
678534442,36536285006,50012360,122650008,1,2014-06-17,,,2014,6,17,2
901626357,16421196817,50010558,50008168,1,2014-04-19,,,2014,4,19,2
693235556,17661893783,50156020,50008168,1,2014-04-19,,,2014,4,19,2
49436265,40057129690,121406041,50014815,1,2014-08-25,,,2014,8,25,3
1070267161,7997053149,121364022,50008168,1,2014-10-12,,,2014,10,12,4
35832151,19178578964,50012451,50008168,1,2014-02-28,,,2014,2,28,1
387201989,15863809409,50012245,50014815,1,2014-02-28,,,2014,2,28,1
647972637,20124164177,50010536,50008168,1,2014-02-28,,,2014,2,28,1
603896228,10310068684,50012449,50008168,1,2013-06-17,,,2013,6,17,2
788123879,20373279959,50012364,122650008,1,2013-06-17,,,2013,6,17,2
811678808,22943276809,50018440,50014815,1,2013-06-17,,,2013,6,17,2
56451923,17938943321,50012773,50014815,1,2014-07-22,,,2014,7,22,3
446462579,24349876738,50008424,28,1,2014-07-22,,,2014,7,22,3
1698269229,37462137197,50012361,122650008,3,2014-03-05,,,2014,3,5,1
1076546787,37223027228,50012442,50008168,1,2014-03-05,,,2014,3,5,1
11398888,26361324627,50008807,28,4,2014-03-05,,,2014,3,5,1
392530596,17001611735,50011993,28,101,2014-03-01,,,2014,3,1,1
1886671878,17328354137,50023591,50022520,1,2014-03-01,,,2014,3,1,1
411688371,20124607563,50012432,50014815,1,2013-06-30,,,2013,6,30,2
351595773,39835527644,121394024,50008168,1,2014-09-02,,,2014,9,2,3
658723068,40811034679,50013636,50008168,1,2014-09-02,,,2014,9,2,3
874019884,38639839754,50010558,50008168,1,2014-06-15,,,2014,6,15,2
1923869975,39511231559,50012564,50014815,1,2014-06-15,,,2014,6,15,2
832043508,42338395571,50023686,28,1,2014-11-15,,,2014,11,15,4
1980971872,41232440535,121394024,50008168,1,2014-10-15,,,2014,10,15,4
671593165,22467671574,50003700,28,1,2013-10-25,,,2013,10,25,4
40717216,35332627147,50012365,122650008,1,2013-10-25,,,2013,10,25,4
321508287,7874943730,50012455,50014815,1,2013-10-25,,,2013,10,25,4
89168473,20129452256,50012442,50008168,1,2012-11-14,,,2012,11,14,4
739457948,17175155823,50010558,50008168,1,2012-11-14,,,2012,11,14,4
367350303,15619701066,50006520,50014815,6,2012-11-14,,,2012,11,14,4
790024261,17742690809,50013711,50008168,1,2013-05-21,,,2013,5,21,2
693625160,38606955978,50023707,28,1,2014-10-24,,,2014,10,24,4
61597827,41087041523,50006095,28,1,2014-10-24,,,2014,10,24,4
49423869,39271687511,50013207,50008168,1,2014-07-27,,,2014,7,27,3
1737587862,38378163491,50018831,50014815,1,2014-12-27,,,2014,12,27,4
1868686168,42850893991,50010557,50008168,1,2014-12-27,,,2014,12,27,4
884006809,16452448810,50012361,122650008,1,2012-09-25,,,2012,9,25,3
648441909,14142429043,50013200,28,1,2012-09-25,,,2012,9,25,3
229635323,15685197993,50014277,50014815,1,2012-09-25,,,2012,9,25,3
703214368,10516173816,50012564,50014815,5,2012-11-09,,,2012,11,9,4
1072614039,16157177198,50013636,50008168,1,2012-11-09,,,2012,11,9,4
1043748995,19850384096,50013636,50008168,1,2012-11-09,,,2012,11,9,4
546771881,17109662182,50003700,28,1,2013-01-27,,,2013,1,27,1
77125929,20131468178,50018831,50014815,2,2013-01-27,,,2013,1,27,1
627185889,17450263878,50003700,28,1,2013-04-10,,,2013,4,10,2
1082322756,9230069059,50006023,50022520,2,2013-04-10,,,2013,4,10,2
33975929,35284867992,121382031,50008168,1,2014-05-18,,,2014,5,18,2
356802872,38218462594,50018831,50014815,4,2014-05-18,,,2014,5,18,2
641310095,37686582803,50008875,28,1,2014-05-18,,,2014,5,18,2
73152560,10833226954,50003700,28,1,2014-02-28,,,2014,2,28,1
26147443,17471254055,50009542,50014815,1,2014-02-28,,,2014,2,28,1
112291849,13950513611,50024842,50008168,1,2013-07-10,,,2013,7,10,3
485864476,20945103439,50012471,50014815,1,2013-07-10,,,2013,7,10,3
258202957,22197604967,50016704,50022520,1,2013-07-10,,,2013,7,10,3
1981688755,36898437536,50012359,122650008,1,2014-12-25,,,2014,12,25,4
1931270266,37616759717,121452056,50008168,1,2014-07-07,,,2014,7,7,3
211733420,20167650453,50016706,50022520,1,2014-07-07,,,2014,7,7,3
18427495,12726865474,50012485,50014815,2,2013-09-22,,,2013,9,22,3
181416859,19876499133,50228021,50014815,1,2013-09-22,,,2013,9,22,3
774999348,19273434694,50023591,50022520,1,2013-09-12,,,2013,9,12,3
27891227,16632595924,50012442,50008168,1,2013-09-12,,,2013,9,12,3
458794715,10880388202,50018825,38,1,2013-09-12,,,2013,9,12,3
918911822,37417769614,50012359,122650008,1,2014-04-14,,,2014,4,14,2
1607810358,25726312341,50012451,50008168,1,2014-04-14,,,2014,4,14,2
13537581,21701779747,50013636,50008168,1,2014-01-06,,,2014,1,6,1
130043178,20840752818,50013207,50008168,1,2014-01-06,,,2014,1,6,1
547565290,35107917975,50012365,122650008,1,2014-01-06,,,2014,1,6,1
750574684,35572324049,50016704,50022520,1,2014-03-30,,,2014,3,30,1
916173921,20163034915,50012788,28,1,2014-03-30,,,2014,3,30,1
80659509,36709237693,50015727,50014815,2,2014-03-30,,,2014,3,30,1
826488613,35634315152,50008875,28,1,2013-11-17,,,2013,11,17,4
199045095,16562449647,50012449,50008168,1,2013-11-17,,,2013,11,17,4
278380320,10893268749,211122,38,6,2015-01-26,,,2015,1,26,1
675298418,10103799899,50006032,50022520,1,2015-01-26,,,2015,1,26,1
179250018,16230526802,50013636,50008168,2,2012-11-11,,,2012,11,11,4
129993757,17680235797,50010558,50008168,1,2012-11-11,,,2012,11,11,4
92359774,15727424958,50013636,50008168,1,2012-11-11,,,2012,11,11,4
99712499,10847915319,50013636,50008168,1,2012-11-11,,,2012,11,11,4
802292318,16734487504,50006843,38,1,2012-11-11,,,2012,11,11,4
30501179,12678593483,50006602,50008168,2,2014-09-02,,,2014,9,2,3
2058332217,39572951210,50010555,50008168,1,2014-07-25,,,2014,7,25,3
475032837,20198835949,50010558,50008168,1,2013-05-14,,,2013,5,14,2
87267992,2004847063,50002524,28,1,2013-05-14,,,2013,5,14,2
746385942,26886708125,50012376,50022520,1,2013-10-27,,,2013,10,27,4
470444227,18696403055,50018436,50014815,1,2013-10-27,,,2013,10,27,4
1049051801,27094944780,50012451,50008168,2,2013-10-27,,,2013,10,27,4
259879874,39855377983,121408024,50008168,1,2014-09-14,,,2014,9,14,3
686259706,16000533664,50010549,50008168,1,2014-09-14,,,2014,9,14,3
1866183232,15362497510,50012424,28,1,2014-03-06,,,2014,3,6,1
196351350,12358220267,50024151,28,1,2014-03-06,,,2014,3,6,1
1064259707,19415190330,50006095,28,1,2014-03-06,,,2014,3,6,1
791373543,19813613870,50012442,50008168,1,2014-05-02,,,2014,5,2,2
2084503379,17342299951,50006957,28,1,2014-05-02,,,2014,5,2,2
108248812,41964736566,50010536,50008168,1,2015-01-25,,,2015,1,25,1
1055416132,42397920930,50011828,50022520,1,2015-01-25,,,2015,1,25,1
94720348,40301244443,50018831,50014815,1,2015-01-02,,,2015,1,2,1
1834895775,43246645145,50010544,50008168,1,2015-01-02,,,2015,1,2,1
883604540,19486401993,50016704,50022520,1,2014-11-06,,,2014,11,6,4
408515292,10174624070,50011993,28,1,2014-02-04,,,2014,2,4,1
606636500,16143687091,50013636,50008168,2,2012-09-10,,,2012,9,10,3
253522099,16569875141,50016706,50022520,1,2012-09-10,,,2012,9,10,3
908709335,9905077665,203322,28,1,2012-09-10,,,2012,9,10,3
131021484,15647837835,50006602,50008168,1,2012-09-10,,,2012,9,10,3
607616238,18765743379,50013636,50008168,1,2013-03-04,,,2013,3,4,1
141490273,14888458417,50023636,28,1,2013-03-04,,,2013,3,4,1
2236741079,40449614217,50010566,50008168,1,2014-09-18,,,2014,9,18,3
401138472,14336594007,50003700,28,1,2013-08-02,,,2013,8,2,3
373726419,24033632962,50008727,50014815,1,2013-08-02,2013-08-28,0.0,2013,8,2,3
65786696,15013503182,50012474,28,1,2014-02-25,,,2014,2,25,1
831058355,35574301088,50012424,28,1,2014-02-25,,,2014,2,25,1
184427755,17188883205,50012442,50008168,1,2012-11-13,,,2012,11,13,4
36013790,14970322557,50011993,28,1,2012-11-13,,,2012,11,13,4
308958878,40929847618,50010566,50008168,1,2015-01-07,,,2015,1,7,1
277349655,21297516176,50006843,38,1,2015-01-07,,,2015,1,7,1
89549238,41637312043,50013636,50008168,1,2014-12-12,,,2014,12,12,4
31795068,20749016489,121394024,50008168,1,2014-12-12,,,2014,12,12,4
39630222,36065209588,50012365,122650008,1,2014-12-12,,,2014,12,12,4
2267000239,40228730287,50012359,122650008,1,2014-10-12,,,2014,10,12,4
1072233837,37643180055,50018436,50014815,1,2014-10-12,,,2014,10,12,4
353058027,40345476845,50010557,50008168,1,2014-11-08,,,2014,11,8,4
790526806,36768583457,50010566,50008168,1,2014-04-15,,,2014,4,15,2
105188726,7699617366,50006602,50008168,1,2012-10-22,,,2012,10,22,4
409226305,15938966395,50012366,122650008,1,2012-10-22,,,2012,10,22,4
108600936,13726846339,50013207,50008168,1,2012-10-22,,,2012,10,22,4
128388012,20804967898,50012361,122650008,1,2013-09-02,,,2013,9,2,3
747092342,21708147113,50010558,50008168,1,2013-09-02,,,2013,9,2,3
186387641,19696530517,50012361,122650008,1,2013-09-02,,,2013,9,2,3
347987433,38538099924,50012364,122650008,1,2014-05-25,,,2014,5,25,2
25847454,22328940677,50012245,50014815,4,2014-05-25,,,2014,5,25,2
808332945,38395509289,50013207,50008168,1,2014-05-25,,,2014,5,25,2
2242122629,15702737975,50013207,50008168,1,2014-09-24,,,2014,9,24,3
763787778,42091142651,50012365,122650008,1,2014-11-05,,,2014,11,5,4
1082110166,22083840779,50011993,28,1,2014-10-30,,,2014,10,30,4
2272815271,40186808606,50018831,50014815,1,2014-10-30,,,2014,10,30,4
158293125,14466586145,50006030,50022520,1,2012-08-26,,,2012,8,26,3
797300269,12592327830,50010566,50008168,1,2012-08-26,,,2012,8,26,3
537974689,15394977038,50013636,50008168,1,2012-08-26,,,2012,8,26,3
375324201,188208197,50023722,28,1,2013-03-29,,,2013,3,29,1
34689462,15830062907,50014129,28,1,2013-03-29,,,2013,3,29,1
764275037,36246803284,50011993,28,1,2013-12-26,,,2013,12,26,4
663323441,35013054893,50013636,50008168,1,2013-12-26,,,2013,12,26,4
797878849,26309628773,50012451,50008168,1,2013-12-26,,,2013,12,26,4
609486989,36956863920,50011993,28,1,2014-04-16,,,2014,4,16,2
17280238,17504108573,50012485,50014815,2,2014-04-16,,,2014,4,16,2
50313665,20657211771,50012451,50008168,1,2014-04-16,,,2014,4,16,2
